timestamp,open,high,low,close,volume
1774656000,66359.0,66359.0,66313.0,66317.0,2.58350694
1774656060,66313.0,66326.0,66311.0,66325.0,0.44455627
1774656120,66315.0,66356.0,66315.0,66356.0,0.74394984
1774656180,66356.0,66388.0,66356.0,66388.0,0.41931632
1774656240,66388.0,66404.0,66387.0,66404.0,1.5369975
1774656300,66404.0,66421.0,66383.0,66384.0,1.26377647
1774656360,66383.0,66397.0,66378.0,66397.0,0.80258378
1774656420,66399.0,66399.0,66373.0,66374.0,0.32520227
1774656480,66374.0,66398.0,66374.0,66396.0,0.96296437
1774656540,66400.0,66400.0,66323.0,66323.0,0.97656891
1774656600,66323.0,66325.0,66311.0,66311.0,1.25623293
1774656660,66285.0,66285.0,66272.0,66278.0,0.73638477
1774656720,66278.0,66287.0,66278.0,66286.0,1.07874208
1774656780,66265.0,66266.0,66256.0,66265.0,1.8944498
1774656840,66261.0,66261.0,66246.0,66246.0,0.01209102
1774656900,66254.0,66284.0,66254.0,66283.0,0.27222756
1774656960,66284.0,66285.0,66284.0,66285.0,0.50699224
1774657020,66302.0,66339.0,66302.0,66339.0,0.91632152
1774657080,66343.0,66348.0,66317.0,66317.0,0.72795013
1774657140,66319.0,66319.0,66292.0,66292.0,0.09650173
1774657200,66292.0,66302.0,66292.0,66301.0,0.27695356
1774657260,66301.0,66313.0,66301.0,66313.0,0.16241395
1774657320,66309.0,66310.0,66309.0,66309.0,0.50145262
1774657380,66297.0,66310.0,66297.0,66309.0,0.47447341
1774657440,66318.0,66321.0,66318.0,66320.0,0.27448715
1774657500,66320.0,66320.0,66306.0,66306.0,0.17456265
1774657560,66304.0,66305.0,66304.0,66305.0,0.42372335
1774657620,66305.0,66327.0,66305.0,66320.0,0.87515759
1774657680,66319.0,66319.0,66275.0,66275.0,7.25614775
1774657740,66299.0,66312.0,66289.0,66292.0,1.98343346
1774657800,66338.0,66377.0,66337.0,66363.0,3.21369702
1774657860,66363.0,66431.0,66363.0,66431.0,0.93042332
1774657920,66439.0,66442.0,66418.0,66419.0,0.24283424
1774657980,66417.0,66417.0,66403.0,66403.0,0.26727005
1774658040,66403.0,66410.0,66395.0,66395.0,0.64390392
1774658100,66398.0,66413.0,66397.0,66413.0,0.00261459
1774658160,66412.0,66453.0,66412.0,66452.0,1.75714208
1774658220,66458.0,66460.0,66452.0,66452.0,0.26600669
1774658280,66429.0,66447.0,66429.0,66446.0,0.7856491
1774658340,66446.0,66448.0,66438.0,66447.0,0.48313578
1774658400,66445.0,66445.0,66408.0,66408.0,0.48469279
1774658460,66404.0,66405.0,66376.0,66376.0,0.15423228
1774658520,66376.0,66382.0,66375.0,66381.0,0.74390428
1774658580,66381.0,66381.0,66377.0,66377.0,0.32508899
1774658640,66378.0,66438.0,66378.0,66438.0,1.38539682
1774658700,66437.0,66440.0,66417.0,66417.0,0.97476288
1774658760,66417.0,66421.0,66417.0,66419.0,0.25910883
1774658820,66420.0,66420.0,66419.0,66419.0,0.04438683
1774658880,66419.0,66419.0,66409.0,66409.0,0.28152016
1774658940,66409.0,66409.0,66397.0,66397.0,0.01294534
1774659000,66397.0,66397.0,66385.0,66396.0,0.30097705
1774659060,66396.0,66397.0,66391.0,66391.0,0.40156381
1774659120,66387.0,66387.0,66387.0,66387.0,0.00256374
1774659180,66373.0,66373.0,66368.0,66369.0,2.80292765
1774659240,66369.0,66392.0,66369.0,66391.0,0.92472922
1774659300,66404.0,66446.0,66404.0,66443.0,2.53219623
1774659360,66442.0,66442.0,66421.0,66421.0,0.25000875
1774659420,66422.0,66422.0,66387.0,66387.0,0.27488292
1774659480,66388.0,66388.0,66383.0,66383.0,0.30153101
1774659540,66383.0,66387.0,66383.0,66386.0,1.84580519
1774659600,66386.0,66386.0,66361.0,66361.0,0.44351565
1774659660,66341.0,66341.0,66292.0,66304.0,0.86054562
1774659720,66304.0,66304.0,66304.0,66304.0,0.03239128
1774659780,66328.0,66328.0,66311.0,66311.0,1.51058552
1774659840,66311.0,66316.0,66311.0,66316.0,0.093874
1774659900,66316.0,66325.0,66316.0,66325.0,0.25010346
1774659960,66332.0,66345.0,66332.0,66345.0,0.26987141
1774660020,66346.0,66346.0,66312.0,66312.0,0.55411468
1774660080,66300.0,66300.0,66241.0,66258.0,1.37656975
1774660140,66258.0,66258.0,66258.0,66258.0,0.00197274
1774660200,66257.0,66260.0,66218.0,66218.0,0.37746655
1774660260,66220.0,66220.0,66116.0,66149.0,5.12116765
1774660320,66154.0,66173.0,66154.0,66173.0,0.55190459
1774660380,66174.0,66174.0,66063.0,66108.0,3.10340066
1774660440,66108.0,66113.0,66101.0,66102.0,2.64098424
1774660500,66106.0,66118.0,66106.0,66110.0,0.56880236
1774660560,66119.0,66135.0,66119.0,66135.0,0.48006664
1774660620,66147.0,66169.0,66131.0,66169.0,0.41833936
1774660680,66183.0,66184.0,66177.0,66178.0,0.01178817
1774660740,66180.0,66208.0,66180.0,66206.0,1.14439449
1774660800,66206.0,66206.0,66205.0,66206.0,0.1290767
1774660860,66205.0,66224.0,66205.0,66224.0,0.25534786
1774660920,66224.0,66232.0,66224.0,66232.0,0.06716928
1774660980,66232.0,66232.0,66221.0,66221.0,2.73206285
1774661040,66222.0,66237.0,66221.0,66237.0,0.46162289
1774661100,66231.0,66231.0,66212.0,66214.0,0.27421006
1774661160,66214.0,66214.0,66214.0,66214.0,0.1019686
1774661220,66213.0,66213.0,66194.0,66194.0,0.14259519
1774661280,66192.0,66192.0,66155.0,66164.0,2.47482434
1774661340,66165.0,66165.0,66164.0,66165.0,0.82056056
1774661400,66165.0,66179.0,66165.0,66178.0,0.95020659
1774661460,66182.0,66217.0,66182.0,66217.0,0.17059781
1774661520,66218.0,66228.0,66218.0,66228.0,0.64565102
1774661580,66231.0,66231.0,66226.0,66226.0,0.00932564
1774661640,66227.0,66227.0,66172.0,66172.0,1.10191832
1774661700,66161.0,66161.0,66102.0,66102.0,0.00801331
1774661760,66102.0,66102.0,66044.0,66044.0,0.41217778
1774661820,66039.0,66039.0,66012.0,66018.0,0.49571094
1774661880,66018.0,66051.0,66018.0,66051.0,2.02305807
1774661940,66060.0,66063.0,66049.0,66050.0,0.31805222
1774662000,66049.0,66053.0,66038.0,66052.0,0.86862282
1774662060,66059.0,66090.0,66059.0,66090.0,0.6407301
1774662120,66091.0,66127.0,66091.0,66127.0,0.20530903
1774662180,66115.0,66115.0,66069.0,66069.0,0.85708857
1774662240,66070.0,66083.0,66070.0,66083.0,2.20135366
1774662300,66083.0,66104.0,66083.0,66100.0,1.07122151
1774662360,66100.0,66123.0,66100.0,66123.0,0.19107326
1774662420,66118.0,66121.0,66113.0,66114.0,0.16735449
1774662480,66133.0,66133.0,66128.0,66128.0,0.43038392
1774662540,66117.0,66117.0,66116.0,66116.0,0.24551061
1774662600,66111.0,66114.0,66111.0,66113.0,0.02278186
1774662660,66114.0,66114.0,66091.0,66091.0,0.04294932
1774662720,66089.0,66089.0,66077.0,66080.0,0.09254664
1774662780,66076.0,66097.0,66076.0,66095.0,2.09481794
1774662840,66095.0,66139.0,66095.0,66126.0,1.25074846
1774662900,66123.0,66123.0,66061.0,66079.0,1.91558629
1774662960,66077.0,66098.0,66066.0,66066.0,1.68493996
1774663020,66066.0,66066.0,66057.0,66057.0,0.00784187
1774663080,66057.0,66062.0,66057.0,66062.0,1.32659963
1774663140,66062.0,66124.0,66061.0,66124.0,0.67004294
1774663200,66119.0,66132.0,66108.0,66132.0,0.78418121
1774663260,66124.0,66139.0,66124.0,66132.0,0.84977629
1774663320,66135.0,66197.0,66135.0,66197.0,0.99962833
1774663380,66197.0,66197.0,66145.0,66145.0,0.83909049
1774663440,66145.0,66177.0,66145.0,66177.0,0.62275807
1774663500,66177.0,66182.0,66176.0,66182.0,0.11411285
1774663560,66181.0,66184.0,66153.0,66156.0,1.73369525
1774663620,66153.0,66153.0,66118.0,66129.0,0.39250092
1774663680,66129.0,66164.0,66129.0,66164.0,1.89169407
1774663740,66165.0,66174.0,66165.0,66174.0,0.00598969
1774663800,66174.0,66179.0,66174.0,66179.0,0.26487082
1774663860,66179.0,66179.0,66165.0,66166.0,1.27196441
1774663920,66166.0,66178.0,66166.0,66178.0,0.05372568
1774663980,66178.0,66181.0,66178.0,66181.0,0.3353065
1774664040,66173.0,66188.0,66173.0,66180.0,0.65424016
1774664100,66144.0,66167.0,66144.0,66167.0,0.68221196
1774664160,66171.0,66171.0,66157.0,66157.0,0.49161371
1774664220,66137.0,66137.0,65987.0,65990.0,1.62632749
1774664280,65994.0,66019.0,65994.0,66019.0,0.37672553
1774664340,66017.0,66017.0,65996.0,65997.0,0.03188796
1774664400,65997.0,65997.0,65987.0,65990.0,0.12290381
1774664460,65990.0,66003.0,65988.0,65989.0,0.11442457
1774664520,65996.0,66012.0,65996.0,66012.0,0.54719171
1774664580,66013.0,66018.0,66012.0,66018.0,0.68947173
1774664640,66017.0,66036.0,66016.0,66036.0,0.20390292
1774664700,66036.0,66036.0,66034.0,66034.0,0.01454109
1774664760,66015.0,66015.0,66001.0,66001.0,0.02922262
1774664820,66003.0,66009.0,65994.0,65995.0,0.17358844
1774664880,65992.0,66002.0,65983.0,66002.0,0.00444912
1774664940,65996.0,66001.0,65996.0,66001.0,0.01076547
1774665000,66003.0,66022.0,65883.0,65903.0,4.2560319
1774665060,65923.0,65948.0,65921.0,65936.0,1.26598393
1774665120,65920.0,65937.0,65920.0,65937.0,0.00884287
1774665180,65940.0,65971.0,65940.0,65967.0,1.8478679
1774665240,65968.0,65968.0,65951.0,65961.0,0.49947433
1774665300,65963.0,65972.0,65963.0,65972.0,0.39949101
1774665360,65981.0,65983.0,65918.0,65918.0,1.76012088
1774665420,65931.0,65953.0,65918.0,65918.0,1.11424646
1774665480,65930.0,65944.0,65930.0,65944.0,0.44377084
1774665540,65944.0,65960.0,65944.0,65960.0,1.75162711
1774665600,65956.0,65956.0,65950.0,65953.0,0.27999327
1774665660,65954.0,65963.0,65954.0,65963.0,0.49374523
1774665720,65964.0,65965.0,65964.0,65965.0,0.00155666
1774665780,65969.0,65976.0,65969.0,65975.0,0.00537032
1774665840,65976.0,65976.0,65976.0,65976.0,4.55e-05
1774665900,65976.0,65981.0,65967.0,65967.0,0.27829509
