0,2318.12,0.00214619,0,0,1773792000141,True,True
0,2318.12,0.03187567,0,0,1773792006239,True,True
0,2318.12,0.03229786,0,0,1773792006381,True,True
0,2318.12,0.01067782,0,0,1773792008850,True,True
0,2318.11,0.00082042,0,0,1773792009464,False,True
0,2318.12,0.01057314,0,0,1773792009505,True,True
0,2318.25,8.512e-05,0,0,1773792009511,False,True
0,2318.38,0.5875236,0,0,1773792009889,True,True
0,2318.52,3.7267483,0,0,1773792009889,True,True
0,2318.49,1.27607294,0,0,1773792010243,True,True
0,2318.5,6.02318801,0,0,1773792010243,True,True
0,2318.34,0.00845723,0,0,1773792015349,True,True
0,2318.22,1.31946418,0,0,1773792020403,False,True
0,2318.25,0.035951,0,0,1773792020884,False,True
0,2318.39,0.004314,0,0,1773792024753,False,True
0,2318.11,0.005175,0,0,1773792026656,False,True
0,2318.34,0.00431385,0,0,1773792028443,True,True
0,2318.11,0.12421772,0,0,1773792034482,False,True
0,2318.54,0.020031,0,0,1773792038432,True,True
0,2318.96,0.00042277,0,0,1773792048046,True,True
0,2319.18,0.02586898,0,0,1773792053931,False,True
0,2319.18,0.07037373,0,0,1773792053931,False,True
0,2319.19,0.002587,0,0,1773792054587,True,True
0,2319.6,0.00197551,0,0,1773792060783,True,True
0,2319.42,0.6581,0,0,1773792062216,True,True
0,2319.53,0.98058319,0,0,1773792062216,True,True
0,2319.53,1.5,0,0,1773792062216,True,True
0,2319.54,0.6581,0,0,1773792062216,True,True
0,2319.55,0.5875236,0,0,1773792062216,True,True
0,2319.57,2.15502137,0,0,1773792062216,True,True
0,2319.23,0.46145624,0,0,1773792065325,True,True
0,2319.24,0.05389557,0,0,1773792065325,True,True
0,2319.25,1.76681657,0,0,1773792065325,True,True
0,2319.02,0.005891,0,0,1773792066452,False,True
0,2319.15,0.24499328,0,0,1773792068971,True,True
0,2319.15,0.02141584,0,0,1773792068971,True,True
0,2319.15,0.81468658,0,0,1773792068971,True,True
0,2319.15,0.18531342,0,0,1773792068971,True,True
0,2319.15,0.73359088,0,0,1773792068971,True,True
0,2319.35,1.45000096,0,0,1773792070629,False,True
0,2319.86,1.02,0,0,1773792078706,True,True
0,2319.86,0.00186994,0,0,1773792078835,True,True
0,2320.49,0.04287092,0,0,1773792083479,True,True
0,2321.99,0.00623435,0,0,1773792090007,False,True
0,2321.99,0.008,0,0,1773792090219,False,True
0,2322.0,0.00788487,0,0,1773792091115,True,True
0,2321.86,0.02544752,0,0,1773792094875,True,True
0,2321.64,0.00215365,0,0,1773792096933,True,True
0,2322.04,0.0107664,0,0,1773792100419,True,True
0,2322.02,0.0039369,0,0,1773792101363,True,True
0,2321.93,0.1126046,0,0,1773792105349,True,True
0,2321.6,0.00305596,0,0,1773792109901,True,True
0,2321.84,0.00340282,0,0,1773792115245,True,True
0,2321.74,0.00072488,0,0,1773792116393,False,True
0,2321.83,0.002584,0,0,1773792116558,True,True
0,2321.69,0.10768018,0,0,1773792131188,False,True
0,2321.69,0.32003828,0,0,1773792132919,False,True
0,2321.59,0.01347352,0,0,1773792133135,False,True
0,2321.59,0.27376712,0,0,1773792133135,False,True
